pmid,pmc_id,title,primary_type,journal,publication_date,doi,has_fulltext,appeared_in_iterations,num_iterations
41215640,,Factors driving pre-exposure prophylaxis uptake among students at six Gauteng province universities: An application of Pender's Health Promotion Model.,Journal Article,African journal of AIDS research : AJAR,2025-11-11,10.2989/16085906.2025.2573985,False,iteration_2_and_3_combined,1
41218071,,The cervicovaginal microbiome associates with spatially restricted host transcriptional signatures throughout the human ectocervical epithelium and submucosa.,Journal Article,PLoS pathogens,2025-11-11,10.1371/journal.ppat.1013677,False,iteration_2_and_3_combined,1
41217938,,Overexpression of Transferrin Receptor in Esophageal Squamous Cell Cancer Suggests Poor Prognosis and Potential Therapy.,Journal Article,Cancer science,2025-11-11,10.1111/cas.70195,False,iteration_2_and_3_combined,1
41219372,PMC12606298,"Characterization of transmitted drug resistance among recently infected HIV-1 men who have sex with men in Hebei Province, China.",Journal Article,Scientific reports,2025-11-11,10.1038/s41598-025-26028-7,True,iteration_2_and_3_combined,1
41217848,,Cross-species blood transcriptional correlates of BCG-mediated protection against tuberculosis include innate and adaptive immune processes.,Journal Article,JCI insight,2025-11-11,10.1172/jci.insight.194450,False,iteration_2_and_3_combined,1
41217828,,Preclinical assessment of oral TLR7 agonist SA-5 in a non-human primate model.,Journal Article,JCI insight,2025-11-11,10.1172/jci.insight.196809,False,iteration_2_and_3_combined,1
41217810,PMC12604852,Twists and turns in the story of learned avoidance.,Journal Article,eLife,2025-11-11,10.7554/eLife.109427,True,iteration_2_and_3_combined,1
41217602,PMC12605530,"Dietary acidifiers blend modulates growth, antioxidant, immunity, cytokine performances, and the disease control in Nile tilapia fingerlings fed on high-soybean feeds.",Journal Article,Fish physiology and biochemistry,2025-11-11,10.1007/s10695-025-01598-5,True,iteration_2_and_3_combined,1
41217208,,"Characterization, genomics, and applications of the Cronobacter sakazakii bacteriophage Csp-D17.",Journal Article,Microbiology spectrum,2025-11-11,10.1128/spectrum.00731-25,False,iteration_2_and_3_combined,1
41217201,,Genomic analysis of virulence factors of nosocomial MDR A. baumannii from a tertiary care hospital.,Journal Article,Microbiology spectrum,2025-11-11,10.1128/spectrum.00707-25,False,iteration_2_and_3_combined,1
41217194,,Oita virus rediscovered after 50 years: isolation of genetically conserved strains from bats in Southern Japan.,Journal Article,Microbiology spectrum,2025-11-11,10.1128/spectrum.03158-25,False,iteration_2_and_3_combined,1
41217855,PMC12611751,Perioperative Glucagon-like Peptide-1 Receptor Agonist Use Is Associated With Lower Pseudoarthrosis Rates Following Long-Segment Spinal Deformity Correction: A Propensity-Matched Analysis.,Journal Article,Global spine journal,2025-11-11,10.1177/21925682251396965,True,iteration_2_and_3_combined,1
41219701,PMC12606902,YZ462 exhibits potent antibacterial activity against methicillin-resistant Staphylococcus aureus through bacterial membrane disruption.,Journal Article,BMC microbiology,2025-11-11,10.1186/s12866-025-04475-6,True,iteration_2_and_3_combined,1
41220122,,Differential Performance of Polygenic Score for Coronary Artery Disease Based on Coronary Artery Calcium Between Men Living With and Without HIV.,Journal Article,Journal of the American Heart Association,2025-11-11,10.1161/JAHA.125.045144,False,iteration_2_and_3_combined,1
41219706,PMC12607125,Current status and time trends in the burden of environmental heat and cold exposure among the population aged 60 years and older: an analysis for the Global Burden of Disease Study 2021.,Journal Article,BMC public health,2025-11-11,10.1186/s12889-025-25115-8,True,iteration_2_and_3_combined,1
41220034,PMC12604304,Correction to: Gene expression kinetics in Sepsis After Cardiac Surgery (SACS): a multicentric prospective observational study.,Published Erratum,"Journal of anesthesia, analgesia and critical care",2025-11-11,10.1186/s44158-025-00297-0,True,iteration_2_and_3_combined,1
41220028,PMC12607200,Prevalence and risk factors of adverse drug events with dolutegravir-based regimens among Thai people living with HIV: a retrospective cohort study.,Journal Article,AIDS research and therapy,2025-11-11,10.1186/s12981-025-00817-6,True,iteration_2_and_3_combined,1
41220006,PMC12607008,Protein acylation in inflammatory diseases: from mechanisms to therapeutic strategies.,Review,Cell communication and signaling : CCS,2025-11-11,10.1186/s12964-025-02484-6,True,iteration_2_and_3_combined,1
41220003,PMC12607186,"Protocol for a multicenter, cluster-randomized, stepped-wedge, implementation trial of a prehospital sepsis protocol.",Journal Article,Trials,2025-11-11,10.1186/s13063-025-09172-3,True,iteration_2_and_3_combined,1
41219997,PMC12604254,Risk factors for nosocomial meningitis in patients with external ventricular drainages.,Journal Article,Journal of intensive care,2025-11-11,10.1186/s40560-025-00828-5,True,iteration_2_and_3_combined,1
41219991,PMC12606831,"Tertiary lymphoid structures in cancer: spatiotemporal heterogeneity, immune orchestration, and translational opportunities​​.",Review,Journal of hematology & oncology,2025-11-11,10.1186/s13045-025-01754-7,True,iteration_2_and_3_combined,1
41219969,PMC12606837,"Time to sputum culture conversion and associated factors in multidrug-resistant tuberculosis patients in Southwestern Oromia, Ethiopia: a ten-year retrospective follow-up study.",Journal Article,BMC pulmonary medicine,2025-11-11,10.1186/s12890-025-03986-2,True,iteration_2_and_3_combined,1
41219953,PMC12607171,The quantity and severity of adverse drug reactions experienced by patients with multi-drug resistant tuberculosis in the Ugu District.,Journal Article,BMC infectious diseases,2025-11-11,10.1186/s12879-025-11901-7,True,iteration_2_and_3_combined,1
41223631,,Phase I trial of neratinib plus palbociclib in advanced cancers with HER family alterations.,Journal Article,ESMO open,2025-11-11,10.1016/j.esmoop.2025.105895,False,iteration_2_and_3_combined,1
41219951,PMC12607053,High dyslipidemia in people living with HIV in ghana: a cross-sectional analysis of prevalence and associated factors.,Journal Article,AIDS research and therapy,2025-11-11,10.1186/s12981-025-00816-7,True,iteration_2_and_3_combined,1
41219943,PMC12606791,Differences in symptoms and clinical outcomes of COVID-19 infection across vaccination status and age groups during the national pandemic from December 2022 to February 2023 in China: a cross-sectional study.,Journal Article,BMC infectious diseases,2025-11-11,10.1186/s12879-025-11733-5,True,iteration_2_and_3_combined,1
41219929,PMC12606826,Alcohol use and alcohol use disorders as a mediator between common mental disorders and antiretroviral therapy adherence among people living with HIV in Tanzania.,Journal Article,AIDS research and therapy,2025-11-11,10.1186/s12981-025-00818-5,True,iteration_2_and_3_combined,1
41219922,PMC12606816,Enhancing HIV/AIDS knowledge and attitudes through a healthcare-school collaborative model: a study among Shanghai high school students.,Journal Article,AIDS research and therapy,2025-11-11,10.1186/s12981-025-00805-w,True,iteration_2_and_3_combined,1
41219914,PMC12606851,Development and initial validation of Healthcare Worker Occupational Fatigue Scale: a cross-sectional study.,Journal Article,BMC public health,2025-11-11,10.1186/s12889-025-25225-3,True,iteration_2_and_3_combined,1
41219898,PMC12606917,Evaluating pre-transplant nutritional indices as predictors of pneumonia and mortality in multiple myeloma patients post-autologous stem cell transplantation.,Journal Article,BMC pulmonary medicine,2025-11-11,10.1186/s12890-025-03991-5,True,iteration_2_and_3_combined,1
41219892,PMC12606798,"Epidemiology of pain, delirium, psychiatric disorders, discomfort and sedation-analgesia management in the intensive care unit: a one-day nationwide study.",Journal Article,"Critical care (London, England)",2025-11-11,10.1186/s13054-025-05654-7,True,iteration_2_and_3_combined,1
41224562,,Factors associated with mortality in women with decompensated alcohol-related cirrhosis.,Journal Article,Revista de gastroenterologia de Mexico (English),2025-11-11,10.1016/j.rgmxen.2025.10.016,False,iteration_2_and_3_combined,1
41219879,PMC12606918,Sexual and reproductive health interventions for mobile adolescents and young people in sub-Saharan Africa: a scoping review.,Journal Article,BMC public health,2025-11-11,10.1186/s12889-025-25119-4,True,iteration_2_and_3_combined,1
41219872,PMC12606988,Appraisal of community-based interventions for hepatitis B in underserved populations using the quadruple aim of value-based medicine: a scoping review within the VH-COMSAVAC project.,Journal Article,BMC public health,2025-11-11,10.1186/s12889-025-25180-z,True,iteration_2_and_3_combined,1
41219832,PMC12606789,"Parasite clearance and protection from Plasmodium falciparum infection (PCPI): a two-arm, parallel, double-blinded, placebo-controlled, randomised trial of presumptive sulfadoxine-pyrimethamine versus artesunate monotherapy among asymptomatic children 3-5 years of age in Zambia.",Journal Article,BMC infectious diseases,2025-11-11,10.1186/s12879-025-11975-3,True,iteration_2_and_3_combined,1
41219808,PMC12607076,Barriers and facilitators to implementing electronic patient reported outcome screening for mental illness and substance use disorders at HIV clinics in Alabama: a qualitative study.,Journal Article,BMC health services research,2025-11-11,10.1186/s12913-025-13596-7,True,iteration_2_and_3_combined,1
41219792,PMC12607051,"Epidemiology of moderate-to-severe respiratory syncytial virus infections in children in subtropical Okinawa, Japan: a 4-year retrospective study.",Journal Article,Tropical medicine and health,2025-11-11,10.1186/s41182-025-00824-3,True,iteration_2_and_3_combined,1
41219740,PMC12607145,Role of procalcitonin in identifying systemic inflammatory response syndrome and sepsis in acute-on-chronic liver failure and its impact on survival.,Journal Article,BMC gastroenterology,2025-11-11,10.1186/s12876-025-04352-6,True,iteration_2_and_3_combined,1
41219858,PMC12606890,Concordance of cancer-associated cytokines and mitochondrial DNA deletions in individuals with hepatocellular carcinoma and people living with HIV in Ghana.,Journal Article,BMC gastroenterology,2025-11-11,10.1186/s12876-025-04399-5,True,iteration_2_and_3_combined,1
41220037,PMC12607132,Unravelling butyrate metabolism in sepsis: identification of key genes.,Journal Article,BMC infectious diseases,2025-11-11,10.1186/s12879-025-11958-4,True,iteration_2_and_3_combined,1
41232604,,The effectiveness of two doses of Hecolin vaccine in response to outbreaks in resource-limited settings.,Journal Article,Virologica Sinica,2025-11-11,10.1016/j.virs.2025.11.001,False,iteration_2_and_3_combined,1
41230496,PMC12604053,Green synthesis of CuO nanoparticles using thyme extract and their application as cephalexin carriers against Klebsiella pneumoniae.,Journal Article,Nanoscale advances,2025-11-11,10.1039/d5na00726g,True,iteration_2_and_3_combined,1
41214612,PMC12604329,Barriers to COVID-19 vaccination and strategies to increase trust and uptake among racial and ethnic minorities with HIV in South Florida: a qualitative study.,Journal Article,BMC public health,2025-11-10,10.1186/s12889-025-25017-9,True,iteration_2_and_3_combined,1
41214005,PMC12603184,Comparative evaluation of different transport media for H5N1 highly pathogenic avian influenza virus.,Journal Article,Scientific reports,2025-11-10,10.1038/s41598-025-15987-6,True,iteration_2_and_3_combined,1
41214000,PMC12602690,Greater benefits of immediate nirmatrelvir-ritonavir initiation for post-COVID outcomes: a population-based retrospective cohort study.,Journal Article,Nature communications,2025-11-10,10.1038/s41467-025-64851-8,True,iteration_2_and_3_combined,1
41213960,PMC12603278,Deep immune profiling delineates hallmarks of disease heterogeneity in extrapulmonary tuberculosis.,Journal Article,Nature communications,2025-11-10,10.1038/s41467-025-65561-x,True,iteration_2_and_3_combined,1
41213954,PMC12603158,Probabilistic classification of late treatment failure in uncomplicated falciparum malaria.,Journal Article,Nature communications,2025-11-10,10.1038/s41467-025-64830-z,True,iteration_2_and_3_combined,1
41213949,PMC12603114,Dual effects of the alternative spliced RIG-I isoform PTIR1 on host antiviral defense and immune homeostasis.,Journal Article,Cell death & disease,2025-11-10,10.1038/s41419-025-08159-x,True,iteration_2_and_3_combined,1
41213940,PMC12603279,Gut-primed neutrophils activate Kupffer cells to promote hepatic injury in mouse sepsis.,Journal Article,Nature communications,2025-11-10,10.1038/s41467-025-65572-8,True,iteration_2_and_3_combined,1
41213917,PMC12603200,Prognostic value of an abnormal chest X-ray result in predicting the development of tuberculosis.,Journal Article,Nature communications,2025-11-10,10.1038/s41467-025-64834-9,True,iteration_2_and_3_combined,1
41213837,PMC12603717,Ferroptosis-associated genes as candidate biomarkers for the identification of patients with severe influenza necessitating mechanical ventilation.,Journal Article,BMJ open respiratory research,2025-11-10,10.1136/bmjresp-2024-002557,True,iteration_2_and_3_combined,1
41216814,PMC12603664,Associations Between Social Media Use and Anxiety and Depression Among Older Adults : Cross-Sectional Study.,Journal Article,JMIR aging,2025-11-10,10.2196/71712,True,iteration_2_and_3_combined,1
41213832,PMC12603701,Advancing approaches to identify young children at risk for post-discharge mortality: Protocol for a prospective observational cohort study in Western Kenya.,Journal Article,BMJ paediatrics open,2025-11-10,10.1136/bmjpo-2025-004176,True,iteration_2_and_3_combined,1
